raw,canonical_id,label,parent,family,founder,founded,note,status
Jidokwan,ji-do-kwan,Ji Do Kwan,taekwondo,korean,"Chun Sang-sup (as Chosun Yun Mu Kwan Kwon Bup Bu; renamed Jidokwan under Yun Kwae-byung, 1953)",1946,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Kwan",proposed
Yun Mu Kwan,ji-do-kwan,Ji Do Kwan,taekwondo,korean,"Chun Sang-sup (as Chosun Yun Mu Kwan Kwon Bup Bu; renamed Jidokwan under Yun Kwae-byung, 1953)",1946,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Kwan",proposed
jundokan,jundokan,Jundokan,goju-ryu,naha-te,Eiichi Miyazato,1957,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://en.wikipedia.org/wiki/Eiichi_Miyazato",proposed
順道館,jundokan,Jundokan,goju-ryu,naha-te,Eiichi Miyazato,1957,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://en.wikipedia.org/wiki/Eiichi_Miyazato",proposed
(synthetic),jung-do-kwan,Jung Do Kwan,chung-do-kwan,korean,Lee Yong-woo,1956,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Kwan",proposed
Jung Do Kwan,jung-do-kwan,Jung Do Kwan,chung-do-kwan,korean,Lee Yong-woo,1956,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Kwan",proposed
Jungdokwan,jung-do-kwan,Jung Do Kwan,chung-do-kwan,korean,Lee Yong-woo,1956,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Kwan",proposed
(synthetic),kajukenbo,Kajukenbo,kara-ho-kempo,kenpo,"Adriano Emperado (with Peter Y. Y. Choo, Joseph Holck, Frank Ordonez, Clarence Chang)",1947,"[taxonomy:kenpo + international trees (kenpo family, American karate offshoots, Nanbu styles)/confirmed] https://en.wikipedia.org/wiki/Kajukenbo",proposed
Kajukenbo,kajukenbo,Kajukenbo,kara-ho-kempo,kenpo,"Adriano Emperado (with Peter Y. Y. Choo, Joseph Holck, Frank Ordonez, Clarence Chang)",1947,"[taxonomy:kenpo + international trees (kenpo family, American karate offshoots, Nanbu styles)/confirmed] https://en.wikipedia.org/wiki/Kajukenbo",proposed
kajukembo,kajukenbo,Kajukenbo,kara-ho-kempo,kenpo,"Adriano Emperado (with Peter Y. Y. Choo, Joseph Holck, Frank Ordonez, Clarence Chang)",1947,"[taxonomy:kenpo + international trees (kenpo family, American karate offshoots, Nanbu styles)/confirmed] https://en.wikipedia.org/wiki/Kajukenbo",proposed
kajukenbo,kajukenbo,Kajukenbo,kara-ho-kempo,kenpo,"Adriano Emperado (with Peter Y. Y. Choo, Joseph Holck, Frank Ordonez, Clarence Chang)",1947,"[taxonomy:kenpo + international trees (kenpo family, American karate offshoots, Nanbu styles)/confirmed] https://en.wikipedia.org/wiki/Kajukenbo",proposed
(synthetic),kang-duk-won,Kang Duk Won,chang-moo-kwan,korean,Park Chul-hee and Hong Jong-pyo,1956,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Kang",proposed
Kang Duk Won,kang-duk-won,Kang Duk Won,chang-moo-kwan,korean,Park Chul-hee and Hong Jong-pyo,1956,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Kang",proposed
Kangdukwon,kang-duk-won,Kang Duk Won,chang-moo-kwan,korean,Park Chul-hee and Hong Jong-pyo,1956,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Kang",proposed
chinese-kara-ho-kempo,kara-ho-kempo,Kara-Ho Kempo,kosho-shorei-ryu,kenpo,William Kwai Sun Chow,1944,"[taxonomy:kenpo + international trees (kenpo family, American karate offshoots, Nanbu styles)/confirmed] https://en.wikipedia.org/wiki/William_Kwai_Sun_Chow",proposed
kara-ho-kempo,kara-ho-kempo,Kara-Ho Kempo,kosho-shorei-ryu,kenpo,William Kwai Sun Chow,1944,"[taxonomy:kenpo + international trees (kenpo family, American karate offshoots, Nanbu styles)/confirmed] https://en.wikipedia.org/wiki/William_Kwai_Sun_Chow",proposed
(synthetic),kawata-ha-seikukai,Kawata-ha Seikūkai,shukokai,japanese,Shigemasa Kawata,1998,[taxonomy:shito-ryu/plausible] https://en.wikipedia.org/wiki/Sh%C5%ABk%C5%8Dkai,proposed
Kawata-ha Seikukai Karate,kawata-ha-seikukai,Kawata-ha Seikūkai,shukokai,japanese,Shigemasa Kawata,1998,[taxonomy:shito-ryu/plausible] https://en.wikipedia.org/wiki/Sh%C5%ABk%C5%8Dkai,proposed
Kawata-ha Seikūkai,kawata-ha-seikukai,Kawata-ha Seikūkai,shukokai,japanese,Shigemasa Kawata,1998,[taxonomy:shito-ryu/plausible] https://en.wikipedia.org/wiki/Sh%C5%ABk%C5%8Dkai,proposed
Seikukai,kawata-ha-seikukai,Kawata-ha Seikūkai,shukokai,japanese,Shigemasa Kawata,1998,[taxonomy:shito-ryu/plausible] https://en.wikipedia.org/wiki/Sh%C5%ABk%C5%8Dkai,proposed
(synthetic),kenshikai,Kenshikai,goju-ryu,naha-te,Tetsuhiro Hokama,1978,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://www.kenshikai.org/hokama-tetsuhiro-hanshi.html | https://www.usadojo.com/tetsuhiro-hokama/",proposed
Kenshikai,kenshikai,Kenshikai,goju-ryu,naha-te,Tetsuhiro Hokama,1978,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://www.kenshikai.org/hokama-tetsuhiro-hanshi.html | https://www.usadojo.com/tetsuhiro-hokama/",proposed
kenshi-kai,kenshikai,Kenshikai,goju-ryu,naha-te,Tetsuhiro Hokama,1978,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://www.kenshikai.org/hokama-tetsuhiro-hanshi.html | https://www.usadojo.com/tetsuhiro-hokama/",proposed
研心会,kenshikai,Kenshikai,goju-ryu,naha-te,Tetsuhiro Hokama,1978,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://www.kenshikai.org/hokama-tetsuhiro-hanshi.html | https://www.usadojo.com/tetsuhiro-hokama/",proposed
(synthetic),kenshinkan,Shōrin-ryū Kenshin-kan,matsumura-seito,shuri-te,Fusei Kise,1977,[taxonomy:shorin-ryu-tree/confirmed] https://www.kenshin-kan.com/hanshi-fusei-kise/ | http://shorinryu-kenshinkan.com/2/syounen.html,proposed
Kenshin Kan,kenshinkan,Shōrin-ryū Kenshin-kan,matsumura-seito,shuri-te,Fusei Kise,1977,[taxonomy:shorin-ryu-tree/confirmed] https://www.kenshin-kan.com/hanshi-fusei-kise/ | http://shorinryu-kenshinkan.com/2/syounen.html,proposed
Shōrin-ryū Kenshin-kan,kenshinkan,Shōrin-ryū Kenshin-kan,matsumura-seito,shuri-te,Fusei Kise,1977,[taxonomy:shorin-ryu-tree/confirmed] https://www.kenshin-kan.com/hanshi-fusei-kise/ | http://shorinryu-kenshinkan.com/2/syounen.html,proposed
(synthetic),kenyu-ryu,Kenyū-ryū,shito-ryu,japanese,Takamasa Tomoyose,1939,[taxonomy:shito-ryu/confirmed] https://ja.wikipedia.org/wiki/%E7%B3%B8%E6%9D%B1%E6%B5%81,proposed
Kenyū-ryū,kenyu-ryu,Kenyū-ryū,shito-ryu,japanese,Takamasa Tomoyose,1939,[taxonomy:shito-ryu/confirmed] https://ja.wikipedia.org/wiki/%E7%B3%B8%E6%9D%B1%E6%B5%81,proposed
賢友流空手道,kenyu-ryu,Kenyū-ryū,shito-ryu,japanese,Takamasa Tomoyose,1939,[taxonomy:shito-ryu/confirmed] https://ja.wikipedia.org/wiki/%E7%B3%B8%E6%9D%B1%E6%B5%81,proposed
(synthetic),kimura-shukokai,Kimura Shūkōkai,shukokai,japanese,Shigeru Kimura,1996,[taxonomy:shito-ryu/plausible] https://www.shukokai-skf.com/ksi/ | https://en.wikipedia.org/wiki/Sh%C5%ABk%C5%8Dkai,proposed
KSI,kimura-shukokai,Kimura Shūkōkai,shukokai,japanese,Shigeru Kimura,1996,[taxonomy:shito-ryu/plausible] https://www.shukokai-skf.com/ksi/ | https://en.wikipedia.org/wiki/Sh%C5%ABk%C5%8Dkai,proposed
Kimura Shukokai International,kimura-shukokai,Kimura Shūkōkai,shukokai,japanese,Shigeru Kimura,1996,[taxonomy:shito-ryu/plausible] https://www.shukokai-skf.com/ksi/ | https://en.wikipedia.org/wiki/Sh%C5%ABk%C5%8Dkai,proposed
Kimura Shūkōkai,kimura-shukokai,Kimura Shūkōkai,shukokai,japanese,Shigeru Kimura,1996,[taxonomy:shito-ryu/plausible] https://www.shukokai-skf.com/ksi/ | https://en.wikipedia.org/wiki/Sh%C5%ABk%C5%8Dkai,proposed
(synthetic),kingai-ryu,Kingai-ryū,matayoshi-kobudo,kobudo,"Matayoshi Shinkō (from his teacher, the monk Kingai of Fuzhou)",,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://kodokanboston.files.wordpress.com/2014/02/kingairyuarticle.pdf | https://budojapan.com/featur",proposed
Kingai-ryū,kingai-ryu,Kingai-ryū,matayoshi-kobudo,kobudo,"Matayoshi Shinkō (from his teacher, the monk Kingai of Fuzhou)",,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://kodokanboston.files.wordpress.com/2014/02/kingairyuarticle.pdf | https://budojapan.com/featur",proposed
KishimotoDi,kishimoto-di,KishimotoDi,shuri-te,shuri-te,Kishimoto Sōkō (lineage from Tachimura no Pēchin),,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/plausible] https://blackbeltwiki.com/kishimotodi | https://ilpracticalkarate.com/kishimotodi",proposed
Tachimura-ha Shuri-te,kishimoto-di,KishimotoDi,shuri-te,shuri-te,Kishimoto Sōkō (lineage from Tachimura no Pēchin),,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/plausible] https://blackbeltwiki.com/kishimotodi | https://ilpracticalkarate.com/kishimotodi",proposed
Koeikan Karate-do,koei-kan,Kōei-kan,shudokan,japanese,Eizo Onishi,1952,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/K%C5",proposed
(synthetic),kojo-ryu,Kojō-ryū,te,te,"Kojō Uēkata (Cai Zhaogong, 1656–1737)",1700,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://www.karatedomagazine.com/2018/12/14/kojo-ryu-karate/",proposed
Kojo-ryu,kojo-ryu,Kojō-ryū,te,te,"Kojō Uēkata (Cai Zhaogong, 1656–1737)",1700,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://www.karatedomagazine.com/2018/12/14/kojo-ryu-karate/",proposed
Kojō-ryū,kojo-ryu,Kojō-ryū,te,te,"Kojō Uēkata (Cai Zhaogong, 1656–1737)",1700,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://www.karatedomagazine.com/2018/12/14/kojo-ryu-karate/",proposed
Koshokan,kojo-ryu,Kojō-ryū,te,te,"Kojō Uēkata (Cai Zhaogong, 1656–1737)",1700,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://www.karatedomagazine.com/2018/12/14/kojo-ryu-karate/",proposed
(synthetic),konan-ryu,Kōnan-ryū,uechi-ryu,uechi-ryu,Itokazu Seiki (with Kinjō Takashi),1978,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Uechi-Ry%C5%AB",proposed
Kōnan-ryū,konan-ryu,Kōnan-ryū,uechi-ryu,uechi-ryu,Itokazu Seiki (with Kinjō Takashi),1978,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Uechi-Ry%C5%AB",proposed
Pangainoon-ryu (Itokazu),konan-ryu,Kōnan-ryū,uechi-ryu,uechi-ryu,Itokazu Seiki (with Kinjō Takashi),1978,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://en.wikipedia.org/wiki/Uechi-Ry%C5%AB",proposed
kenpo-jiu-jitsu,kosho-shorei-ryu,Kosho Shorei-Ryu Kenpo,,kenpo,James Mitose,1936,"[taxonomy:kenpo + international trees (kenpo family, American karate offshoots, Nanbu styles)/confirmed] https://en.wikipedia.org/wiki/James_Mitose",proposed
kosho-ryu-kenpo,kosho-shorei-ryu,Kosho Shorei-Ryu Kenpo,,kenpo,James Mitose,1936,"[taxonomy:kenpo + international trees (kenpo family, American karate offshoots, Nanbu styles)/confirmed] https://en.wikipedia.org/wiki/James_Mitose",proposed
kosho-shorei-ryu,kosho-shorei-ryu,Kosho Shorei-Ryu Kenpo,,kenpo,James Mitose,1936,"[taxonomy:kenpo + international trees (kenpo family, American karate offshoots, Nanbu styles)/confirmed] https://en.wikipedia.org/wiki/James_Mitose",proposed
(synthetic),kotaka-ha-shito-ryu,Kotaka-ha Shitō-ryū,motobu-ha-shito-ryu,japanese,Chuzo Kotaka,1966,[taxonomy:shito-ryu/confirmed] https://www.ikfhawaii.com/history | https://en-academic.com/dic.nsf/enwiki/191451,proposed
International Karate Federation (Hawaii),kotaka-ha-shito-ryu,Kotaka-ha Shitō-ryū,motobu-ha-shito-ryu,japanese,Chuzo Kotaka,1966,[taxonomy:shito-ryu/confirmed] https://www.ikfhawaii.com/history | https://en-academic.com/dic.nsf/enwiki/191451,proposed
Kotaka-ha Shitō-ryū,kotaka-ha-shito-ryu,Kotaka-ha Shitō-ryū,motobu-ha-shito-ryu,japanese,Chuzo Kotaka,1966,[taxonomy:shito-ryu/confirmed] https://www.ikfhawaii.com/history | https://en-academic.com/dic.nsf/enwiki/191451,proposed
Daido Juku Kudo,kudo,Kudo,kyokushin,kyokushin,Takashi Azuma,1981,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Kudo",proposed
Kakuto Karate,kudo,Kudo,kyokushin,kyokushin,Takashi Azuma,1981,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Kudo",proposed
(synthetic),kukki-taekwondo,Kukki Taekwondo (WT),taekwondo,korean,Korea Taekwondo Association kwans (collective); Kukkiwon established 1972,1972,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Kukk",proposed
Kukki Taekwondo (WT),kukki-taekwondo,Kukki Taekwondo (WT),taekwondo,korean,Korea Taekwondo Association kwans (collective); Kukkiwon established 1972,1972,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Kukk",proposed
Kukkiwon taekwondo,kukki-taekwondo,Kukki Taekwondo (WT),taekwondo,korean,Korea Taekwondo Association kwans (collective); Kukkiwon established 1972,1972,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Kukk",proposed
WTF taekwondo,kukki-taekwondo,Kukki Taekwondo (WT),taekwondo,korean,Korea Taekwondo Association kwans (collective); Kukkiwon established 1972,1972,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Kukk",proposed
World Taekwondo,kukki-taekwondo,Kukki Taekwondo (WT),taekwondo,korean,Korea Taekwondo Association kwans (collective); Kukkiwon established 1972,1972,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Kukk",proposed
(synthetic),kuniba-ha,Kuniba-ha Shitō-ryū (Kuniba-kai),motobu-ha-shito-ryu,japanese,Shogo Kuniba,1992,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Sh%C5%8Dg%C5%8D_Kuniba,proposed
Kuniba-ha Shitō-ryū (Kuniba-kai),kuniba-ha,Kuniba-ha Shitō-ryū (Kuniba-kai),motobu-ha-shito-ryu,japanese,Shogo Kuniba,1992,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Sh%C5%8Dg%C5%8D_Kuniba,proposed
Kuniba-ryu Karate-Do,kuniba-ha,Kuniba-ha Shitō-ryū (Kuniba-kai),motobu-ha-shito-ryu,japanese,Shogo Kuniba,1992,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Sh%C5%8Dg%C5%8D_Kuniba,proposed
Nihon Karate-do Kuniba-kai,kuniba-ha,Kuniba-ha Shitō-ryū (Kuniba-kai),motobu-ha-shito-ryu,japanese,Shogo Kuniba,1992,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Sh%C5%8Dg%C5%8D_Kuniba,proposed
Kushin Ryu M Karate Do,kushin-ryu,Kushin-Ryu,,japanese,Sannosuke Ueshima,1932,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Sann",proposed
(synthetic),kuyukai,Kuyūkai,goju-kai,naha-te,Osamu Hirano,1985,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/plausible] https://www.kuyukai.com/copy-of-about-us | https://www.kuyukaikarate.co.za/html/about_us.html",proposed
Kuyūkai,kuyukai,Kuyūkai,goju-kai,naha-te,Osamu Hirano,1985,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/plausible] https://www.kuyukai.com/copy-of-about-us | https://www.kuyukaikarate.co.za/html/about_us.html",proposed
ku-yu-kai,kuyukai,Kuyūkai,goju-kai,naha-te,Osamu Hirano,1985,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/plausible] https://www.kuyukai.com/copy-of-about-us | https://www.kuyukaikarate.co.za/html/about_us.html",proposed
kuyukai,kuyukai,Kuyūkai,goju-kai,naha-te,Osamu Hirano,1985,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/plausible] https://www.kuyukai.com/copy-of-about-us | https://www.kuyukaikarate.co.za/html/about_us.html",proposed
IKO,kyokushin,Kyokushin,shotokan,kyokushin,Masutatsu (Mas) Ōyama,1964,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Kyok",proposed
Kyokushin Kaikan,kyokushin,Kyokushin,shotokan,kyokushin,Masutatsu (Mas) Ōyama,1964,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Kyok",proposed
IBK,kyokushin-budokai,Kyokushin Budokai,kyokushin,kyokushin,Jon Bluming,,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/plausible] https://en.wikipedia.org/wiki/Jon_",proposed
International Budo Kaikan,kyokushin-budokai,Kyokushin Budokai,kyokushin,kyokushin,Jon Bluming,,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/plausible] https://en.wikipedia.org/wiki/Jon_",proposed
Kyokushinkan International,kyokushin-kan,Kyokushin-kan,kyokushin,kyokushin,Hatsuo Royama (with Tsuyoshi Hiroshige),2003,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Hats",proposed
matayoshi-kobudo,matayoshi-kobudo,Matayoshi Kobudo,okinawan-kobudo,kobudo,Matayoshi Shinkō,1960,"[taxonomy:kobudo + uechi-ryu + remaining trees (ryuei-ryu, kojo-ryu, toon-ryu, motobu, kishimoto-di, bugeikan, genseiryu/taido)/confirmed] https://www.bushikan.com/Kobudo/KobudoHistory.htm | https://chiryu.be/martial-arts/okinawa-kobudo-2/",proposed
meibukan,meibukan,Meibukan,goju-ryu,naha-te,Meitoku Yagi,1952,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://en.wikipedia.org/wiki/Meitoku_Yagi | https://en.wikipedia.org/wiki/Meibukan",proposed
明武舘,meibukan,Meibukan,goju-ryu,naha-te,Meitoku Yagi,1952,"[taxonomy:Goju-ryu complete tree (Okinawan branches, Japanese Goju-kai and its offshoots)/confirmed] https://en.wikipedia.org/wiki/Meitoku_Yagi | https://en.wikipedia.org/wiki/Meibukan",proposed
(synthetic),moo-duk-kwan,Moo Duk Kwan (Taekwondo),taekwondo,korean,Hwang Kee,1945,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Moo_",proposed
Moo Duk Kwan (Taekwondo),moo-duk-kwan,Moo Duk Kwan (Taekwondo),taekwondo,korean,Hwang Kee,1945,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Moo_",proposed
Mudukkwan,moo-duk-kwan,Moo Duk Kwan (Taekwondo),taekwondo,korean,Hwang Kee,1945,"[taxonomy:Mainland Japanese + Korean trees (Shotokan, Wado, Chito, Shudokan group, Shindo Jinen-ryu, Kushin-ryu, Koei-kan, Kyokushin tree, Taekwondo kwans, ITF/Kukkiwon, Tang Soo Do/Soo Bahk Do)/confirmed] https://en.wikipedia.org/wiki/Moo_",proposed
Seishin-kai,motobu-ha-shito-ryu,Motobu-ha Shito-Ryu,shito-ryu,japanese,Kosei Kuniba,1943,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Sh%C5%8Dg%C5%8D_Kuniba | https://www.internationalshitoryu.com/aboutus/organization-chart/hayashi-teruo/,proposed
Seishin-kan,motobu-ha-shito-ryu,Motobu-ha Shito-Ryu,shito-ryu,japanese,Kosei Kuniba,1943,[taxonomy:shito-ryu/confirmed] https://en.wikipedia.org/wiki/Sh%C5%8Dg%C5%8D_Kuniba | https://www.internationalshitoryu.com/aboutus/organization-chart/hayashi-teruo/,proposed
