node_id,name,name_native,birth_year,death_year,styles,locality,wikipedia_url,reason,status
KP019,Woo Jae-lim,,,,,,,"[kata completion] Credited with a kata but absent from the roster, which left the kata unattached. Named by the ITF itself among those who assisted Choi Hong-hi in developing the Chang Hon patterns, and named by Kim Bok-man as his co-worker on the fifteen tul created in Kuala Lumpur in 1962-64. Absent from the roster.",proposed
KP020,Yoshinao Nanbu,南部好直,1943,,,,,"[kata completion] Credited with a kata but absent from the roster, which left the kata unattached. Founder of Sankukai (1970) and later Nanbudo (1978), both mainland Japanese Shito-ryu descendants, and the creator of a substantial original kata set (the Sankukai and Nanbudo forms). He is a direct student of Chojiro Tani's Shukokai and of Shito-ryu, both of which are already on the cladogram, so his absence breaks the Shito-ryu branch. The roster's only 'nanbu' hit is the style tag nanban-satto-ryu attached to Henry Plee, not a person record.",proposed
KP021,Eiichi Eriguchi,江里口栄一,1908,2003,,,,"[kata completion] Credited with a kata but absent from the roster, which left the kata unattached. The Wado-ryu senior who is credited with proposing the name 'Wado' when Otsuka registered the style with the Dai Nippon Butokukai in 1938-1940, and a key figure in the post-war JKF Wadokai organisation. He is absent from the roster although Otsuka, Otsuka II, Otsuka III, Suzuki, Shintani and Kono are all present, leaving the Wado organisational split under-documented.",proposed
KP022,Kanken Oyadomari,,,,,,,"[kata completion] Credited with a kata but absent from the roster, which left the kata unattached. NOT a request to add this person, but to remove or repoint the reference. The held kata record 'Kyoku series' links its introduced_by to 'Kanken Oyadomari (created)' while its own origin_person text names Kanken Toyama. No such person appears in the roster, and the name appears to be a conflation of Kanken Toyama (Q3772405) with the Oyadomari family of Tomari (Kokan Oyadomari Q6426547 and others are in the roster). This is a data error in the existing database, and the client's complaint about people attached wrongly or not at all applies here directly.",proposed
KP023,Satoru Shinki,,,,,,,"[kata completion] Credited with a kata but absent from the roster, which left the kata unattached. Named creator of the Uechi-ryu kata Shinshu, made for the Uechi-ryu Karate-do Shubukai. He is the originator of a kata now in the database's scope and he is absent from the roster entirely. Romanisation is unstable (Shinki Satoru), which may be why he was missed. Flagging with the caveat that the attribution rests on Shubukai self-published material only.",proposed
KP024,Wu Xiangui,呉賢貴,1886,1940,,,,"[kata completion] Credited with a kata but absent from the roster, which left the kata unattached. Gokenki is on the roster as C00084 but tagged only 'karate-generic'. He is the direct originator on Okinawa of an entire kata group in this area: Hakucho, Happoren/Paipuren, Nepai (and via Mabuni, Nipaipo), Kakuho, Kakufa, Haffa, Hakkaku and Ryusan. He needs the fujian-white-crane, gohakukai, toon-ryu and shito-ryu style tags, otherwise every one of these kata will appear in the graph with an unstyled originator.",proposed
N0018,Ginowan Denuchi,,,,,,,"[book:Taira Shinken, Ryukyu Kobudo Taikan, trans. McCarthy, Koryu Uchinadi vol.1 p.18] Master of both sai and bo; named as Sakugawa's leading student. 'Denuchi' is the Okinawan reading of the household title Donchi/Tunchi. Not in roster.",proposed
N0022,Sawayama Masaru,,1906,1977,,,,"[book:McCarthy, Koryu Uchinadi vol.2 p.47] Absent from roster_current as a person, though styles_current names 'Muneomi Sawayama' as founder of Nippon Kempo (1932). Almost certainly the same man: 澤山宗海 is read both Muneomi and Masaru. Miyagi",proposed
N0023,Seiki Hiroshi,,,,,,,"[book:McCarthy, Koryu Uchinadi vol.2 p.47] Listed among Mabuni Kenwa's principal students, associated with the Shudokai group. No matching entry in roster_current. Name order as printed may be surname-first (Seiki) or given-name-first.",proposed
N0024,Fujitani Masatoshi,,,,,,,"[book:McCarthy, Koryu Uchinadi vol.2 p.47] Absent from roster_current, although styles_current already names 'Masatoshi Fujitani' as founder of Shito-ryu Meibukai. A person record is missing for an existing style founder.",proposed
N0025,Fuji Kozo,,,,,,,"[book:McCarthy, Koryu Uchinadi vol.2 p.47] Listed among Mabuni Kenwa's principal students, associated with the Shingikai group. Not in roster_current.",proposed
N0026,Abe Iwao,,,,,,,"[book:McCarthy, Koryu Uchinadi vol.2 p.47] Listed among Mabuni Kenwa's principal students, associated with the Doshikai group. Not in roster_current; distinct from Keigo Abe (Q1737900, shotokan).",proposed
N0027,Takayama Teruo,,,,,,,"[book:McCarthy, Koryu Uchinadi vol.2 p.47] Listed among Mabuni Kenwa's principal students, associated with the Kenseikai group. Not in roster_current.",proposed
N0028,Tomoyori Ryusei,,1909,1977,,,,"[book:McCarthy, Koryu Uchinadi vol.2 p.47] Listed among Mabuni Kenwa's principal students, associated with the Kenyukai group. Not in roster_current. Possibly connected to styles_current's kenyu-ryu (founder 'Takamasa Tomoyose', 1939, paren",proposed
N0029,Kimura Kempe,,,,,,,"[book:McCarthy, Koryu Uchinadi vol.2 p.47] Listed among Mabuni Kenwa's principal students, associated with the Nambukai group. Not in roster_current; distinct from Shigeru Kimura (A0079, shukokai).",proposed
R0001,Ken Sakio,,1922,2012,shito-kai|shito-ryu,"Tokyo, Japan",,[research/] President of the JKF Shitokai and of the World Shitoryu Karatedo Federation (WSKF) from 1993 (on Manzo Iwata's death) to 2004. Born in Tokyo 2 January 1922; began Judo and Kendo in 1933. Listed by JKF Shitokai's own history as one of the two West-headquarters representatives at the 1964 unification. Kanji for his name not recovered. One page garbles his dates as '1922-1912'; shitokai-europe.com gi,proposed
R0002,Tokio Hisatomi,,1927,2013,shito-kai|shito-ryu,"Mitsui-gun, Fukuoka, then Kurume, Japan",,"[research/] President of the JKF Shitokai and of the WSKF, succeeding Ken Sakio (c. 2004). Entered Toyo University's karate club in April 1947, graduated 1953, then founded the karate club at Kurume Commercial High School. Described by Shitokai sources as a direct student of Kenwa Mabuni. Kanji not confirmed (possibly 久富十紀雄).",proposed
R0003,Hiroshi Murata,,1936,2019,shito-kai|shito-ryu,Japan,,[research/] President of the JKF Shitokai and of the WSKF between Tokio Hisatomi and Genzo Iwata (Iwata took the chair in February 2017). Named by Shitokai Europe as a student of Manzo Iwata. Kanji not confirmed (probably 村田博).,proposed
R0004,Sadachika Tsujikawa,辻川禎親,1916,2012,shito-kai|shito-ryu,"Kobe, Japan",,"[research/] Vice-president of the JKF Shitokai from 1980 (when Eiichi Tanaka died, Kenei Mabuni became honorary president and Manzo Iwata president). A direct student of Kenwa Mabuni and long-serving honorary shihan of a university karate club in the Kobe area. The kanji 禎親 is read both Sadachika and Yoshichika; the JKF Shitokai's own English history romanises him 'Yoshiaki Tsujikawa'. Same man, three romanis",proposed
R0005,Hiroshi Morikawa,森川博,,,shoshin-ha-shito-ryu|itosu-ryu,Japan,,[research/] Shihan of the Shoshin-ha Shito-ryu Karatedo Renmei Shobukai and the named successor in the Shoshin-ha transmission line after Uno Hisahiro.,proposed
R0006,Hiroyuki Miura,,,,itosu-ryu,"Kawanishi, Hyogo, Japan",,[research/] Supreme Adviser (最高顧問) of the Nihon Karatedo Itosu-kai and its oldest surviving member; began training at Ryusho Sakagami's house in Kawanishi c. 1947 and opened his own dojo in 1953 when Sakagami moved to Tokyo. Only sourced to the Itosu-kai's own 50th-anniversary interview; kanji not recovered.,proposed
R0007,Keiji Tomiyama,,1950,,kofukan|shukokai,"Osaka, Japan; then Nottingham, England",,"[research/] Joint World Chief Instructor of Kofukan International (Tani-ha Shito-ryu), 9th dan. Born in Osaka 6 March 1950; joined the Doshisha University karate club in 1968 and trained daily under Chojiro Tani. Went to Paris in March 1972 with Naoki Omi to assist Yasuhiro Suzuki; settled in Nottingham in 1978. Graded 7th dan by Tani in 1994; 9th dan from the English Karate Federation in 2022. Author of 'Pin",proposed
R0008,Naoki Omi,,,,kofukan|shukokai,"Tokyo, Japan; then France",,"[research/] Joint World Chief Instructor of Kofukan International, 9th dan, resident in France. A Doshisha University karate club member who answered Tani's 1970 call for instructors to develop Tani-ha Shito-ryu abroad; travelled from Tokyo to Paris in March 1972 with Keiji Tomiyama. Took over as joint chief instructor with Tomiyama when Yasuhiro Suzuki returned to Japan. Awarded 9th dan by the Fédération Fra",proposed
R0009,Yasuhiro Suzuki,,,,kofukan|shukokai,Japan; then Paris and Brussels,,"[research/] Founder of the European Shukokai organisation that became Kofukan International, and named as Kofukan's founder in the existing styles table. A Tani student who arrived in Europe in 1969 and served as Chief Instructor for Europe from 1972; returned to Japan in 1979 (kofukankarate.com) or 1981 (Shuriway), after which Omi and Tomiyama led. The organisation was named Kofukan after Suzuki's Japanese d",proposed
R0010,Shigemasa Kawata,河田繁正,,,kawata-ha-seikukai|shukokai,"Kawanishi, Hyogo, Japan",,"[research/] Kaicho and founder of Kawata-ha Seikukai (静空会), formed at Kawanishi, Hyogo after Chojiro Tani's death in 1998; 9th dan. Described as Tani's most senior surviving disciple. Already named as founder in styles_current.tsv but absent from the roster. Birth year not recovered.",proposed
R0011,Kenji Kusano,草野健治,1942,2008,kusano-ha-shito-ryu|shukokai,"Shiga Prefecture, Japan (honbu at Otsu)",,"[research/] Founder of the Kusano-ha Shito-ryu Kenpo Karatedo Kai. Established his honbu dojo at Otsu in 1971, was given the name 'Kenshikan' by Chojiro Tani, received the Tani-ha Shito-ryu shihan licence and kyoshi title in 1973, and became independent of the Tani-ha Shukokai in 1977. Named as founder in styles_current.tsv but absent from the roster.",proposed
R0012,Kuniaki Nobukawa,信川邦明,,,nobukawa-ha-shito-ryu|shukokai,"Inami, Kako-gun, Hyogo, Japan",,"[research/] Founder (ryuso) of the Nihon Karatedo Nobukawa-ha Shitoryukai, whose dojos are known as Renshikan. JKF 8th dan hanshi, special qualification examiner and former international referee. Entered the Tani-ha Shito-ryu Shukokai under Chojiro Tani, took charge of the Inami branch in 1974 at 27, established Renshikan as an independent Shito-ryu Shukokai branch in 1988 and became fully independent in 2001",proposed
R0013,Yoshiaki Nobukawa,信川義明,,,nobukawa-ha-shito-ryu,"Inami, Kako-gun, Hyogo, Japan",,"[research/] Chairman (会長) of the Nihon Karatedo Nobukawa-ha Shitoryukai and eldest son of the founder Kuniaki Nobukawa; JKF-certified 7th dan and international referee. His brother 信川貴洋 (Takahiro Nobukawa) is the organisation's director, also 7th dan and an international referee.",proposed
R0014,Barry Stranack,,,,sankukai|shukokai,Rhodesia (Zimbabwe) and South Africa,,"[research/] Introduced Sankukai to Rhodesia in 1972 and to South Africa in 1975, and founded the International Sankukai Karate Federation in 1977 when the southern African groups declined to follow Nanbu into Nanbudo. Trained with Nanbu in Paris after the 1969 Shukokai world championships and spent three months there in 1972 learning the new Sankukai syllabus. Birth year not recovered.",proposed
R0015,Ryozo Tsukada,,,,sankukai,France,,"[research/] Nanbu's assistant instructor, who toured and demonstrated Sankukai worldwide with him until 1975. Named only in Nanbudo/Sankukai historical accounts; no dates or kanji recovered. Included because he was the second-ranking figure of Sankukai in its peak years.",proposed
R0016,Stan Knighton,,,,shukokai|kimura-shukokai,"Sheffield, England",,"[research/] Long-standing head of the Shukokai Karate Union, founded at Sheffield in 1969, and a student of both Chojiro Tani and Shigeru Kimura. The SKU is one of the oldest continuous Shukokai bodies in Britain and survived the three-way UK split of 1980.",proposed
R0017,Terry Pottage,,,,kimura-shukokai|shukokai,"Lancashire and Greater Manchester, England",,"[research/] Chief Instructor and founder in 1980 of the Ken Yu Kai Karate Association, one of the three groups formed by the 1980 split of British Shukokai. Trained and graded under Shigeru Kimura.",proposed
R0018,Julius Thiry,,,,hayashi-ha-shito-ryu,"Budapest, Hungary; then Seattle, Washington, USA",,"[research/] Hanshi, 9th dan, ranked directly by Teruo Hayashi, and one of his most senior students, having trained with him for over 45 years. Born in Budapest, left Hungary for Austria after the 1956 revolution, then Germany (where he began Shotokan) and the USA. Founded the Washington Karate Association in 1966 and the International Hayashi-ha Shito-ryu Karate-do Federation in 2005 to continue Hayashi's kar",proposed
R0020,Sakura Kokumai,,1992,,shito-ryu|inoue-ha-shito-ryu,"Honolulu, Hawaii, USA",,"[research/] The first American to qualify for Olympic karate and the only US woman to compete at the Tokyo 2020 debut. Pan American Games kata gold 2019 and 2023; 2012 World Championships bronze; 2013 World Combat Games bronze. Trained principally in Shito-ryu under Yoshimi Inoue (also studied Shotokan, Goju-ryu and Ryuei-ryu). Studied at Doshisha and Waseda universities.",proposed
R0021,Kunio Tatsuno,辰野邦夫,,1999,motobu-ha-shito-ryu,Japan,,"[research/] Became Soke of Motobu-ha Karate-do and Kaicho of the Seishinkai in Japan after Shogo Kuniba's death in July 1992, and formed the International Seishinkai Karate-do Union in 1999. He died suddenly in May 1999, after which the Seishinkai dissolved in Japan and Kuniba's sons founded the Nihon Karatedo Kuniba-kai. Birth year not recovered. Some English sources misspell the surname as Tateno or Tatsuno",proposed
R0022,Kosuke Kuniba,国場浩介,,,kuniba-ha|motobu-ha-shito-ryu,"Osaka, Japan",,"[research/] Elder son of Shogo Kuniba and elder brother of Kozo Kuniba (already on the roster as A0094). With Kozo he established the Nihon Karatedo Kuniba-kai in 1999 after Kunio Tatsuno's death; the two head the organisation, which holds the JKF authorisation to issue Motobu-ha Shito-ryu certificates. Birth year not recovered.",proposed
R0023,Kyoshin Kayo,,1936,,shito-ryu-shobukan|motobu-ha-shito-ryu,"Toyonaka, Osaka, Japan",,"[research/] Founder of the Shobukan (Japan Karatedo Shobukan), established in 1965 at his family's Jodo Shinshu temple in Toyonaka, Osaka. Born 18 October 1936 to Shoho and Masao Kayo. Began training in 1948 at the Seishinkai, then the Osaka centre of elite Japanese karate. 9th dan Shito-ryu, 6th dan Wado-ryu, 5th dan kobudo; chief instructor to the Japanese Self-Defence Forces and a counsellor to the All Jap",proposed
R0024,Masao Tateishi,,,,motobu-ha-shito-ryu,"Osaka, Japan",,[research/] Motobu-ha Shito-ryu instructor within the Seishinkai who gave Kozo Kuniba his first karate instruction from 1965. Named only in the Shuriway biography of Kozo Kuniba; no dates or kanji recovered. Included because he is the documented first teacher of the current international soke of Motobu-ha.,proposed
R0025,George Kotaka,,1977,,kotaka-ha-shito-ryu|shito-ryu,"Honolulu, Hawaii, USA",,"[research/] Son of Chuzo Kotaka and a senior instructor of the International Karate Federation of Hawaii. WKF world champion in kumite -65 kg at Madrid 2002 and Tokyo 2008, bronze at Munich 2000, Pan American Games gold 1999. 4th dan.",proposed
R0026,Elisa Au,,1981,,kotaka-ha-shito-ryu|shito-ryu,"Honolulu, Hawaii, USA",,"[research/] Also known as Elisa Au Fonseca. The first American woman to win a WKF world title; three-time WKF world champion, including two individual golds in 2004, World Games silver 2005, four-time Pan American champion and 18-time USANKF national champion. Began training at five under Chuzo Kotaka and took shodan in 1991. Later board chair and president of the USA National Karate-do Federation (2022).",proposed
R0027,Genryu Kimura,,,,shito-ryu,"Hyogo Prefecture, Japan",,"[research/] Named as Chuzo Kotaka's first karate teacher, from Kotaka's seventh year (c. 1948) in Hyogo, before Kotaka went on to Shogo Kuniba in his late high-school years. Attested only in the USAdojo/IKF biography of Kotaka; no dates or kanji recovered. Included with low confidence because he is the documented first teacher of a style founder already on the roster; drop him if independent corroboration can",proposed
R0028,Thanh Nguyen,,,,genbu-kai|itosu-ryu,"Santa Ana, California, USA",,"[research/] Chairman and Chief Instructor of Demura-ha Shito-ryu Karate-do Genbu-kai International. Began training with Fumio Demura in 1991 and was, with David Hines, entrusted with continuing Demura's organisation on his death in 2023. Birth year not recovered.",proposed
R0029,David Hines,,,,genbu-kai|itosu-ryu,"Santa Ana, California, USA",,"[research/] President and Senior Advisor of Genbu-kai International and Fumio Demura's longest-serving senior student, having trained with him since 1968; a champion in both kata and kumite. Entrusted with Genbu-kai jointly with Thanh Nguyen after Demura's death in 2023. Birth year not recovered.",proposed
R0030,Akira Sato,,1944,,sato-ha-shito-ryu|seiko-kai,"Tokyo, Japan; then Canada",,"[research/] Founder and soke of Sato-ha Shito-ryu. Born in Tokyo in 1944; began karate in 1962 and trained at Seiko Suzuki's dojo for about eight years before moving to Canada in 1970. In 2017 he formed the Sato-ha Shito-ryu Kokusai Rengo, now with affiliates in more than 25 countries. Already named as founder in styles_current.tsv but absent from the roster.",proposed
R0031,Masatomo Takagi,高木正朝,,,jka,"Tokyo, Japan",,"[research/] Founder member of the Japan Karate Association and its first secretary (later general secretary / managing director). Ran the JKA office through the 1950s and 1960s and handled its international affiliations, e.g. the 1963 correspondence affiliating the British Karate Federation to the JKA. Still listed by the JKA university alumni federation as 理事・常任相談役 (director and standing advisor) alongside N",proposed
R0032,Hiroshi Noguchi,,,,shotokan,"Tokyo, Japan",,"[research/] Founder and first captain of the Waseda University karate club, graduating 1936; a classmate of Shigeru Egami and Genshin Hironishi. Named by Shotokan Karate of America as one of the high-level Waseda seniors who shaped Tsutomu Ohshima's generation. Kanji not verified (野口博 is the form given in some Japanese-language searches but not confirmed on an authoritative page), and dates not established.",proposed
R0033,Toshio Kamata-Watanabe,,,,shotokan|ska,"Tokyo, Japan; later visited the United States",,[research/] Also recorded simply as Toshio Kamata. Chief instructor of the Waseda University karate club in 1948 and one of the first JKA instructors abroad: in 1953 he toured US Strategic Air Command bases and Cuba with Hidetaka Nishiyama and Isao Obata. Named by SKA as one of Ohshima's influential Waseda seniors; he later visited SKA in the United States and personally administered the special dan promotion,proposed
R0034,Hiroshi Shoji,,1931,2003,jka,"Yamagata Prefecture, Japan; JKA honbu, Tokyo",,"[research/] Won the kata title at the 1st JKA All-Japan Championships, 28 October 1957, the first JKA All-Japan kata champion, and won kata again in 1960. Practised judo and kendo as a teenager, joined the Takushoku University karate club and graduated in 1954. A JKA honbu instructor noted for basics and kata knowledge, and the subject of the JKA Karate Kata film/book series on Unsu, Nijushiho and Gojushiho S",proposed
R0035,Katsuya Kisaka,,1937,,jka,"Hiroshima, Japan; later New Jersey, United States",,"[research/] Takushoku University (member of the team that won the 1st All-Japan University Championships in 1958); graduated the JKA instructors' course in 1961. Sent to Indonesia on 5 November 1963 with Masatoshi Nakayama's party, teaching President Sukarno's bodyguards, then to the United States in 1965 to assist Teruyuki Okazaki in Philadelphia. Won the kumite title at the 1965 JKA All-Japan Championships,",proposed
R0036,Masataka Mori,,1932,2018,jka,"Fukuoka, Japan; New York and Closter, New Jersey, United Sta",,"[research/] Captain of the Takushoku University karate team. Sent to the United States in 1963 as instructor to the JKA of Hawaii, then moved to New York City in 1968 where he was chief instructor of the JKA of New York and of JKA-Shotokan Karate-do International, reaching 9th dan. Taught at SUNY Stony Brook, Columbia University and CUNY over five decades. One of the JKA regional heads for the American east c",proposed
R0037,Shojiro Koyama,,1935,2021,jka,"Japan; Phoenix, Arizona, United States",,"[research/] Began karate in 1951 and graduated from Hosei University, Tokyo, in 1958; third place in kata at the 1st JKA All-Japan Championships in 1957. Sent to Phoenix, Arizona in 1964 at Masatoshi Nakayama's direction, where he founded the Arizona Karate Association and was its chief instructor, taught at Arizona State University for over 35 years, and developed JKA karate in Mexico. Author of Shotokan Kar",proposed
R0038,Shojiro Sugiyama,,1929,2015,jka,"Tokyo, Japan; Chicago, Illinois, United States",,"[research/] Began training with the Japan Karate Association at its Yotsuya dojo, Tokyo, in 1954 after study in two other styles. Invited to Chicago in 1963 and credited with building Shotokan across the American midwest through the late 1960s and 1970s, his students founding dojos in Illinois, Iowa, Indiana, Michigan and Wisconsin. Author of seven books between 1977 and 2005, including 25 Shoto-kan Kata (198",proposed
R0039,Taketo Okuda,,,2022,jka,"Japan; São Paulo, Brazil",,"[research/] Earned his black belt at 19 and at 22 was invited by Masatoshi Nakayama onto the JKA professional instructors' path. Sent to Brazil, where he was JKA chief instructor, then in the early 1970s left the JKA to concentrate on his own school, the Butoku-kan, whose first headquarters was on Rua Vergueiro, São Paulo. English-language accounts of the JKA give his rank as 10th dan. Birth year not establis",proposed
R0040,Shiro Asano,,1939,2026,skif,"Shinjuku, Tokyo, Japan; Nottingham, England",,"[research/] Takushoku University; All-Japan universities champion 1957 and 1958. Appointed a JKA instructor by 1963 at 4th dan. Toured Europe with Hirokazu Kanazawa in the 1960s, taught in Germany with him and settled in Nottingham in 1968. In 1977 he formed the organisation that became the Shotokan Karate-Do International Federation and invited Kanazawa to be its chief instructor; promoted SKI chief instruct",proposed
R0041,Daizo Kanazawa,,1973,,skif,Japan,,[research/] Third son of Hirokazu Kanazawa and a Takushoku University graduate; SKIF All-Japan champion in 2007 and 2008. One of the three Kanazawa sons (with Nobuaki and Fumitoshi) who carried SKIF forward after their father's retirement and death. Kanji not verified.,proposed
R0042,Hitoshi Kasuya,粕谷均,1948,,,Japan,,"[research/] Captain of the Hosei University karate club, then a JKA kenshusei (instructor-course) graduate in 1973 under Masatoshi Nakayama. Competed for the JKA, taking first place in team kata and team kumite at the 1975 world championships in the United States, and later competed under SKI and IAKF. Head of the international division of Shotokan Karate International before founding the World Shotokan Karat",proposed
R0043,Hiroyoshi Okazaki,,1961,,iskf,"Chiba, Japan; Philadelphia, Pennsylvania, United States",,"[research/] Nephew of Teruyuki Okazaki, not his son. Began training at the JKA headquarters in Tokyo before leaving Teikyo High School in 1978; moved to Philadelphia on 25 August 1979 and trained at the ISKF honbu dojo under Teruyuki Okazaki. Graduated the ISKF Instructor Training Program in 1995. Designated chairman and vice-chief instructor of the ISKF by Teruyuki Okazaki on his retirement in 2015, and now ",proposed
R0044,Mitsuru Nagaki,,1950,,jska,"Ehime Prefecture, Japan",,"[research/] Studied under Keigo Abe at Nihon University. Succeeded Abe as chief instructor of the Japan Shotokan Karate Association about a month after Abe's death on 21 December 2019, in accordance with Abe's wishes, and was promoted to 9th dan on 24 December 2022.",proposed
R0045,Kenneth Funakoshi,,1938,2024,,"Honolulu, Hawaii; San Jose and Milpitas, California, United ",,"[research/] Full name Kenneth Yoshinobu Funakoshi; a fourth cousin of Gichin Funakoshi. Judo from 1948, then kenpo under Adriano Emperado 1956-59 while at the University of Hawaii, then Shotokan from 1960 under the JKA instructors posted to the Karate Association of Hawaii. Grand champion of the Karate Association of Hawaii five years running, 1964-68, and appointed its chief instructor in 1969. Moved to San ",proposed
R0046,Toyotaro Miyazaki,,1944,2021,kenkojuku,"Tokyo, Japan; Flushing, Queens, New York, United States",,"[research/] Began training at 15 under Tomosaburo Okano at the Kenkojuku dojo and trained there into his mid-twenties. Emigrated to the United States in 1966 and held a top-ten national ranking in both kata and kumite for close to two decades, retiring from competition in 1971; appeared on the covers of Black Belt, Karate Illustrated and Official Karate. Headed Tokutai Karate-do, running a dojo in Flushing fo",proposed
R0047,Hiroyuki Aoki,,1936,,shotokai,"Yokohama, Japan",,"[research/] Senior student of Shigeru Egami and, in 1963, the recipient of 5th dan from him, the highest grade Egami awarded. A graduate in jurisprudence of Chuo University who also studied Western art, drama and philosophy; from the mid-1960s he led the Rakutenkai research group and developed Shintaido out of Egami's Shotokai karate, publicly presenting it at the end of the decade. His own account of his yea",proposed
R0048,Atsuo Hiruma,,1941,,shotokai,"Kanagawa, Japan; Spain and France",,"[research/] Began Shotokai karate at 16 at Shigeru Egami's dojo. The first Japanese instructor to teach karate in Spain, and European delegate of the Nihon Karate-do Shotokai, the body that carries Egami's line outside Japan. Kanji not verified.",proposed
R0050,Jürgen Seydel,,1917,2008,shotokan,"Bad Homburg vor der Höhe, Germany",,"[research/] A judoka who opened Germany's first karate dojo, the Budokan Bad Homburg, on 1 April 1957, and is generally called the father of German karate; the German Karate Federation grew from the network he started. He took up karate after courses in the south of France with Tetsuji Murakami and Minoru Mochizuki and from Henry Plée's textbook and academy. His best-known pupil was Elvis Presley, stationed i",proposed
R0051,Steve Cattle,,1947,1995,kase-ha,"York and Liverpool, England",,"[research/] European lightweight judo champion in 1967 at 2nd dan before turning to karate under Hirokazu Kanazawa at Wetherby. KUGB national team member 1970-84, a member of its technical committee, a grading examiner and a professional instructor; KUGB national champion in 1974 and 1981, and part of the British squad that beat Japan at the 1975 world championships. Left the KUGB and JKA for Taiji Kase's Wor",proposed
R0052,Billy Higgins,,1945,,jka,"Bootle, Merseyside, England",,"[research/] Began in Wado-ryu in 1965, joined the KUGB in 1970 and changed to Shotokan in 1972. Twice individual European champion; second at the 1975 WUKO world championships in Paris; captain of the British all-styles team that beat Japan to win the 1975 world championships in Long Beach, California; European all-styles champion in 1976. KUGB 8th dan and one of its most senior instructors.",proposed
R0053,Jean-Pierre Lavorato,,,,kase-ha,France,,"[research/] Taiji Kase's most prominent European student and long-standing assistant, following him for more than forty years; champion of France and of Europe in kumite, and prepared by Kase for his French title in 1968. Now 9th dan and head of the International Karate-Do Academy, teaching the Shotokan Ryu Kase Ha line. Note that Albert Boutboul, not Lavorato, is described as head instructor of IKS Kase Ha, ",proposed
R0054,Caylor Adkins,,1934,,ska,"Thief River Falls, Minnesota; Long Beach and Los Angeles, Ca",,"[research/] Took up karate in October 1957 under Tsutomu Ohshima after seeing Ohshima's Nisei Week demonstration, and was one of the six men promoted to shodan on 5 December 1959, the first American-trained Shotokan black belts. Formed the first karate club at California State University, Long Beach in 1961 and took nidan at Waseda University in Japan the same year. President of Shotokan Karate of America, na",proposed
R0055,Jordan Roth,,,,ska,United States,,"[research/] One of the six men promoted to shodan by Tsutomu Ohshima on 5 December 1959, the first American-trained black belts in Shotokan karate, alongside Caylor Adkins, George Murakami, Mas Norihiro, Roe Suzuki and George Takahashi. Named by SKA as part of the core of seniors under Ohshima through the 1960s with Sadaharu Honda, Jim Sagawa and Adkins. Dates not established; biography thin beyond these SKA ",proposed
R0056,Takashi Miyagi,宮城敬,1919,2008,goju-ryu,"born Higashi-machi, Naha; settled Tokyo after the war",,"[research/] Eldest son (長男) of Chojun Miyagi. Born 28 August 1919; died 20 October 2008, aged 89. The Kōmeikan gives the reading たかし (Takashi) and notes that English-language publications often write the name 'Kei'. Served as an army lieutenant, demobilised from the Philippines; could not attend his father's funeral in Okinawa in 1953 and remained in Tokyo. Founded the Kōmeikan October 1955. Performed Seipai ",proposed
R0057,Toru Miyagi,宮城徹,1947,,goju-ryu,"born Shimoochiai, Shinjuku, Tokyo; teaches at Ōme, Tokyo",,"[research/] GRANDSON of Chojun Miyagi. Born 11 August 1947, eldest son (長男) of Takashi/Kei Miyagi. Trained by his father from childhood on Sanchin, Tensho and the Gōjū preparatory exercises (予備運動 / 剛柔体操). Graduated in economics from the School of Political Science and Economics, Waseda University, then worked as a journalist for Nikkei (Nihon Keizai Shimbun). Began teaching formally in September 1995 and taug",proposed
R0058,Manabu Miyagi,宮城学,1980,,goju-ryu,"born Ōmiya, Saitama; teaches Ōme (Tokyo), Saitama City and K",,"[research/] GREAT-GRANDSON of Chojun Miyagi, not a grandson: born 16 May 1980, second son (次男) of Toru Miyagi 宮城徹 and grandson of Takashi/Kei Miyagi. Taught from childhood by both his father and his grandfather. Toho Junior High and Toho High School, Kunitachi; Faculty of Commerce, Department of Finance, Chuo University. Karate instructor at the Iseikai Tobu nursery school in Saitama City from 2006; joined th",proposed
R0059,Yonekazu Uehara,,,,iogkf|goju-ryu,"Naha, Okinawa",,"[research/] Trained at Higaonna's Yoyogi dojo in Tokyo in the 1970s and appeared prominently in the BBC series 'The Way of the Warrior'. Now the senior man at the Higaonna Dojo in Naha, assisting classes there and teaching at gasshuku worldwide; taught at the 10th TOGKF Budosai, Okinawa 2025, and led the 2025 TOGKF New Zealand national gasshuku. Listed among Morio Higaonna's notable students.",proposed
R0060,Masakazu Kuramoto,,,,iogkf|goju-ryu,"Naha, Okinawa",,"[research/] Long-standing student of Morio Higaonna and instructor at the honbu dojo in Naha; listed as 7th dan on the IOGKF instructor roll in 2016 and as 8th dan in the TOGKF after 2022. Followed Higaonna into the TOGKF and taught at the 10th TOGKF Budosai, Okinawa 2025.",proposed
R0061,Yoshinori Yonesato,,,,goju-ryu,Okinawa,,"[research/] Student of Morio Higaonna; followed him into the TOGKF in 2022 and acts as its secretary, and as advisor for Sri Lanka. Taught at the 10th TOGKF Budosai, Okinawa 2025. Grade given as 7th dan in one listing and 8th dan in another.",proposed
