teacher_id,teacher,student_id,student,confidence,evidence,direction_flipped
Q3954660,Seikichi Toguchi,J0026,Tōyama Zenshū,medium,"research:https://m.facebook.com/shinjikangojuryu/photos/477121374423731/ and https://historyandstoriesofgojuryu.blogspot.com/2020/10/zenshu-toyama-sensei-from-okinawa-times.html (direct senior deshi of Toguchi Seikichi, Shoreikan)",
Q3954660,Seikichi Toguchi,J0031,Yoshio Kuba,high,research:https://ja.wikipedia.org/wiki/%E4%B9%85%E5%A0%B4%E8%89%AF%E7%94%B7,
Q3959901,Shogo Kuniba,A0089,Chuzo Kotaka,medium,research:https://www.usadojo.com/chuzo-kotaka-kotaka-ha-shito-ryu/ | research:http://findingkarate.com/wordpress/chuzo-kotaka/,
Q3959901,Shogo Kuniba,A0093,William H. Price,medium,research:https://en.wikipedia.org/wiki/Sh%C5%8Dg%C5%8D_Kuniba,
Q3959901,Shogo Kuniba,A0094,Kozo Kuniba,medium,research:https://en.wikipedia.org/wiki/Sh%C5%8Dg%C5%8D_Kuniba,
Q3984847,Terutomo Yamazaki,Q2664662,Shokei Matsui,medium,infobox:students,
Q3984847,Terutomo Yamazaki,Q4057557,Takashi Azuma,medium,research:https://en.wikipedia.org/wiki/Terutomo_Yamazaki,
Q3984847,Terutomo Yamazaki,Q5610965,Howard Collins,medium,infobox:students,
Q3984847,Terutomo Yamazaki,Q6378060,Katsuaki Sato,medium,infobox:students,
Q3984847,Terutomo Yamazaki,Q6884566,Miyuki Miura,medium,infobox:teacher,
Q3984847,Terutomo Yamazaki,Q780966,Seiji Isobe,high,infobox:students | research:https://en.wikipedia.org/wiki/Seiji_Isobe,
Q41105,Gichin Funakoshi,A0148,Genshin Hironishi,high,research:https://en.wikipedia.org/wiki/Sh%C5%8Dt%C5%8Dkai,
Q41105,Gichin Funakoshi,A0151,Byung Jick Ro,high,research:https://en.wikipedia.org/wiki/Song_Moo_Kwan | research:https://www.songmookwan.com/index.php/history/a-short-history-of-song-moo-kwan,
Q41105,Gichin Funakoshi,A0155,Chun Sang-sup,medium,research:https://en.wikipedia.org/wiki/Yun_Mu_Kwan | research:https://en.wikipedia.org/wiki/Jidokwan | research:http://jungdokwan-taekwondo.blogspot.com/2014/02/honoring-pioneers-of-taekwondo-chun.html,
Q41105,Gichin Funakoshi,A0167,Motokuni Sugiura,high,research:https://www.jka.or.jp/en/about-jka/second-master-sugiura-motokuni/,
Q41105,Gichin Funakoshi,A0224,Takeshi Shimoda,medium,research:https://en.wikipedia.org/wiki/Gig%C5%8D_Funakoshi,
Q41105,Gichin Funakoshi,C00319,Shinkin Gima,high,research:http://findingkarate.com/wordpress/shinkin-gima/ | research:https://en.wikipedia.org/wiki/Gichin_Funakoshi,
Q41105,Gichin Funakoshi,C00409,Osamu Ozawa,high,research:https://www.atascaderoshotokan.com/shihan-ozawa | research:https://www.blackbeltmag.com/history-of-karate-the-story-of-gichin-funakoshi-disciple-osamu-ozawa-part-1,
Q41105,Gichin Funakoshi,C00517,Shinyei Kaneshima,high,book:Bishop p.63,
Q41105,Gichin Funakoshi,J0118,Giei Funakoshi,high,research:https://www.shotokai.jp/about/teacher/giei-funakoshi/,
Q41105,Gichin Funakoshi,J0120,Hoan Kosugi,high,research:https://www.shotokai.jp/about/teacher/kosugi/,
Q41105,Gichin Funakoshi,J0121,Tomosaburo Okano,high,research:https://karate-do.main.jp/kenkojuku1/,
Q41105,Gichin Funakoshi,N0167,Fasajiro Takagi,high,book:Nagamine/Cramer/Guarelli SECTION 30,
Q41105,Gichin Funakoshi,Q11470681,Tatsuo Yamada,high,research:https://ja.wikipedia.org/wiki/山田辰雄_(空手家),
Q41105,Gichin Funakoshi,Q1246030,Shigeru Egami,high,infobox:students | wikidata:P802,
Q41105,Gichin Funakoshi,Q124766,Hidetaka Nishiyama,high,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Hidetaka_Nishiyama | wikidata:P1066 | wikidata:P802,
Q41105,Gichin Funakoshi,Q1360025,Taiji Kase,high,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,
Q41105,Gichin Funakoshi,Q16089695,Satoshi Saito,high,infobox:teacher,
Q41105,Gichin Funakoshi,Q1937662,Minoru Mochizuki,low,research:https://en.wikipedia.org/wiki/Minoru_Mochizuki | research:https://en.wikipedia.org/wiki/Yoseikan_Karate,
Q41105,Gichin Funakoshi,Q2619054,Tsutomu Ohshima,high,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,
Q41105,Gichin Funakoshi,Q2915906,Teruyuki Okazaki,high,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Teruyuki_Okazaki | wikidata:P1066 | wikidata:P802,
Q41105,Gichin Funakoshi,Q294548,Mas Oyama,medium,infobox:students | wikidata:P1066,
Q41105,Gichin Funakoshi,Q3317210,Mitsusuke Harada,high,infobox:students | research:https://en.wikipedia.org/wiki/Mitsusuke_Harada,
Q41105,Gichin Funakoshi,Q3519204,Tetsuji Murakami,medium,infobox:students,
Q41105,Gichin Funakoshi,Q356335,Choi Hong-hi,low,infobox:students,
Q41105,Gichin Funakoshi,Q384558,Masatoshi Nakayama,high,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,
Q41105,Gichin Funakoshi,Q386415,Hironori Otsuka,high,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,
Q41105,Gichin Funakoshi,Q4351940,Yasuhiro Konishi,high,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,
Q41105,Gichin Funakoshi,Q471629,Hirokazu Kanazawa,high,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,
Q41105,Gichin Funakoshi,Q6078918,Isao Obata,high,infobox:students | wikidata:P802,
Q41105,Gichin Funakoshi,Q628761,Gigo Funakoshi,high,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,
Q41105,Gichin Funakoshi,Q709520,Tetsuhiko Asai,high,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,
Q41105,Gichin Funakoshi,Q716133,Keinosuke Enoeda,medium,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Keinosuke_Enoeda,
Q41105,Gichin Funakoshi,Q723832,Shinken Taira,high,research:https://en.wikipedia.org/wiki/Taira_Shinken,
Q41105,Gichin Funakoshi,Q8062088,Yutaka Yaguchi,high,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,
Q41105,Gichin Funakoshi,Q9096235,Won Kuk Lee,high,infobox:students | wikidata:P802,
Q4351940,Yasuhiro Konishi,A0225,Kiyoshi Yamazaki,high,research:https://en.wikipedia.org/wiki/Yasuhiro_Konishi | research:https://en.wikipedia.org/wiki/Japan_Karate-Do_Ryobu-Kai | research:http://findingkarate.com/wordpress/kiyoshi-yamazaki/,
Q4351940,Yasuhiro Konishi,J0124,Takehiro Konishi,high,research:https://ja.wikipedia.org/wiki/神道自然流,
Q4351940,Yasuhiro Konishi,Q535906,Sho Kosugi,medium,infobox:students,
Q4351940,Yasuhiro Konishi,Q6918025,Motokatsu Inoue,medium,research:https://en.wikipedia.org/wiki/Motokatsu_Inoue,
Q4351940,Yasuhiro Konishi,Q716152,Shoji Nishio,high,infobox:students,
Q4351940,Yasuhiro Konishi,Q727360,Kenei Mabuni,medium,infobox:teacher,
Q4351940,Yasuhiro Konishi,Q7350475,Robert Trias,medium,research:https://en.wikipedia.org/wiki/Robert_Trias | research:https://en.wikipedia.org/wiki/Shuri-ryu,
Q453505,Kenwa Mabuni,A0078,Chojiro Tani,high,research:https://en.wikipedia.org/wiki/Ch%C5%8Djir%C5%8D_Tani,
Q453505,Kenwa Mabuni,A0152,Yun Kwae-byung,medium,research:https://en.wikipedia.org/wiki/Yun_Kwae-byung,
Q453505,Kenwa Mabuni,C00236,Kensei Kinjo,high,research:https://medium.com/motobu-ryu-blog/motobu-ch%C5%8Dy%C5%ABs-goj%C5%ABshiho-ec8332145ab1,
Q453505,Kenwa Mabuni,C00246,Kenzo Mabuni,high,research:http://findingkarate.com/wordpress/kenzo-mabuni/ | research:https://www.seitoshitoryu.com/soke.php,
Q453505,Kenwa Mabuni,C00285,Kosei Kokuba,low,research:https://www.inoue-ha-karate.com/about/yoshimi-inoue/ | research:https://es.wikipedia.org/wiki/Teruo_Hayashi,
Q453505,Kenwa Mabuni,C00409,Osamu Ozawa,medium,research:https://www.atascaderoshotokan.com/shihan-ozawa,
Q453505,Kenwa Mabuni,C00440,Ryusho Sakagami,high,research:https://shuriway.com/sakagami.html | research:https://www.usadojo.com/ryusho-sakagami/,
Q453505,Kenwa Mabuni,C00586,Teruo Hayashi,low,research:https://www.internationalshitoryu.com/aboutus/organization-chart/hayashi-teruo/,
Q453505,Kenwa Mabuni,J0131,Hisahiro Uno,low,research:https://ja.wikipedia.org/wiki/糸東流,
Q453505,Kenwa Mabuni,J0132,Masaru Watanabe,high,research:https://ja.wikipedia.org/wiki/糸東流,
Q453505,Kenwa Mabuni,J0133,Takamasa Tomoyose,high,research:https://ja.wikipedia.org/wiki/糸東流,
Q453505,Kenwa Mabuni,Q15987180,Chozo Nakama,high,book:Bishop p.117,
Q453505,Kenwa Mabuni,Q384558,Masatoshi Nakayama,high,"book:Cramer, The History of Karate and the Masters Who Made It SECTION 26",
Q453505,Kenwa Mabuni,Q386415,Hironori Otsuka,high,infobox:teacher | wikidata:P1066 | wikidata:P802,
Q453505,Kenwa Mabuni,Q3959901,Shogo Kuniba,high,infobox:teacher | research:https://en.wikipedia.org/wiki/Sh%C5%8Dg%C5%8D_Kuniba,
Q453505,Kenwa Mabuni,Q41105,Gichin Funakoshi,medium,book:Nagamine/Cramer/Guarelli SECTION 26,
Q453505,Kenwa Mabuni,Q4351940,Yasuhiro Konishi,medium,infobox:teacher,
Q453505,Kenwa Mabuni,Q6753487,Manzo Iwata,high,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Manzo_Iwata | research:https://www.shuriway.com/manzoiwata.html,
Q453505,Kenwa Mabuni,Q723832,Shinken Taira,high,research:https://en.wikipedia.org/wiki/Taira_Shinken,
Q453505,Kenwa Mabuni,Q727360,Kenei Mabuni,high,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Kenwa_Mabuni | research:https://www.shuriway.com/kenei2.html | wikidata:P1066 | wikidata:P802,
Q453505,Kenwa Mabuni,W0002,Hiroshi Kinjo,medium,research:https://ja.wikipedia.org/wiki/金城裕,
Q471629,Hirokazu Kanazawa,A0023,Hiroyasu Fujishima,medium,research:https://calkarate.com/about-sensei/ | research:http://www.hokubeishihankai.org/members/hiroyasu-fujishima,
Q471629,Hirokazu Kanazawa,A0194,Nobuaki Kanazawa,high,research:https://www.skifb.be/en/kanazawa-kancho | research:https://www.skifworld.com/SKIF-Instructors.php,
Q471629,Hirokazu Kanazawa,A0195,Manabu Murakami,high,research:https://www.skifb.be/en/murakami-manabu,
Q471629,Hirokazu Kanazawa,Q3518915,Terry O'Neill,medium,research:https://en.wikipedia.org/wiki/Terry_O%27Neill_(martial_artist) | research:https://kugb.org/instructors/8th-dan/terry-oneill/,
Q471629,Hirokazu Kanazawa,Q6742556,Malcolm Phipps,high,wikidata:P802,
Q471629,Hirokazu Kanazawa,Q7800728,Ticky Donovan,medium,infobox:teacher,
Q4731883,Allen Steen,Q7373041,Roy Kurban,medium,infobox:students,
Q4731883,Allen Steen,Q7535789,Skipper Mullins,high,infobox:students | wikidata:P802,
Q476441,Seiji Nishimura,A0171,Ken Nishimura,high,research:https://ja.wikipedia.org/wiki/%E8%A5%BF%E6%9D%91%E6%8B%B3 | research:https://www.olympics.com/ja/news/%E8%A5%BF%E6%9D%91%E6%8B%B3-%E7%A9%BA%E6%89%8B%E4%B8%80%E5%AE%B6%E3%81%A6%E8%82%B2%E3%81%A4%E3%82%82-%E5%B9%BC%E3%81%84%E3%81%93%E3%82%8D%E3%81%AF%E7%B7%B4%E7%BF%92%E5%AB%8C%E3%81%84-%E9%97%98%E3%81%84-%E3%81%8B%E8%8B%A6%E6%89%8B%E3%81%9F%E3%81%A3%E3%81%9F%E5%B0%91%E5%B9%B4%E3%81%AF-%E3%82%84%E3%81%8B%E3%81%A6%E4%B8%96%E7%95%8C%E3%83%A9%E3%83%B3%E3%82%AF%E3%81%AE%E9%A0%82%E7%82%B9%E3%81%AB%E7%AB%8B%E3%81%A4,
Q4770567,Ansei Ueshiro,A0058,Frank Grant,high,research:https://www.matsunokikarate.com/hanshi-frank-grant,
Q4770567,Ansei Ueshiro,A0059,Robert Scaglione,high,research:https://www.shorinryu.com/about-hanshi-scaglione | research:https://www.midtownkaratedojo.com/HistoryScaglione.html,
Q4770567,Ansei Ueshiro,A0060,Terry Maccarrone,medium,research:https://www.shorinryu.com/about-hanshi-scaglione | research:http://www.nevekarate.com/SRKUSA_History.html,
Q4807592,Ason,C00252,Kitoku Sakiyama,low,research:https://medium.com/motobu-ryu-blog/the-lineage-of-ason-9540d4725d34 | research:https://okinawa-kenpo.com/en.php,
Q4807592,Ason,Q6426547,Kokan Oyadomari,low,research:https://katastepbystep.com/karate-styles-traditional-okinwan-tode/,
Q4807592,Ason,Q715769,Sokon Matsumura,low,research:https://worldbudokan.com/worlbudokanhome/articles-2/sokon-matsumura/ | research:https://medium.com/motobu-ryu-blog/the-lineage-of-ason-9540d4725d34,
Q4992628,Yoshimi Osawa,Q560761,Jon Bluming,medium,text_context:teacher_keyword,
Q4992635,Toshiro Daigo,Q560761,Jon Bluming,medium,text_context:teacher_keyword,
Q5042308,Carlos Machado,Q2673,Chuck Norris,high,wikidata:P1066,
Q5103850,Chogi Kishaba,A0126,Kiyoshi Nishime,high,research:https://en.wikipedia.org/wiki/Yamanni_ryu | research:https://cincinnatimartialarts.com/about/,
Q5103850,Chogi Kishaba,J0049,Kiyomasa Maeda,high,"research:shogenryu.com/lineage/: trained under Chogi Kishaba in Yamane-ryu (Yamanni-ryu) kobudo, in which he holds 9th dan",
Q5103850,Chogi Kishaba,Q6378081,Katsuhiko Shinzato,high,infobox:teacher,
Q5103850,Chogi Kishaba,Q7827674,Toshihiro Oshiro,high,infobox:students | infobox:teacher | research:https://en.m.wikipedia.org/wiki/Toshihiro_Oshiro | research:https://en.wikipedia.org/wiki/Yamanni_ryu | wikidata:P1066 | wikidata:P802,
Q5104212,Chokei Kishaba,Q6378081,Katsuhiko Shinzato,high,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Katsuhiko_Shinzato | research:https://en.wikipedia.org/wiki/Sh%C5%8Drin-ry%C5%AB_Kishaba_Juku | wikidata:P1066 | wikidata:P802,
Q527422,Anko Itosu,C00003,Anbun Tokuda,high,research:https://note.com/motoburyu/n/n29dffb7866f6 | research:https://www.d3b.jp/npcolumn/7625,
Q527422,Anko Itosu,C00025,Chojo Oshiro,medium,book:Bishop p.109,
Q527422,Anko Itosu,C00094,Jiro Shiroma,medium,book:Bishop p.109,
Q527422,Anko Itosu,C00319,Shinkin Gima,medium,research:http://findingkarate.com/wordpress/shinkin-gima/ | research:https://www.gimahacanada.com/copy-of-about-us,
Q527422,Anko Itosu,C00373,Moden Yabiku,high,research:https://www.ryukyukobudousa.com/lineage/yabiku-moden,
Q527422,Anko Itosu,Q1071733,Choshin Chibana,high,infobox:students | infobox:teacher | text_pattern:learned_from | wikidata:P1066 | wikidata:P802,
Q527422,Anko Itosu,Q1147708,Choki Motobu,high,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Motobu_Ch%C5%8Dki | research:https://en.wikipedia.org/wiki/Motobu_Ch%C5%8Dy%C5%AB,
Q527422,Anko Itosu,Q15987180,Chozo Nakama,high,book:Bishop p.117,
Q527422,Anko Itosu,Q2393877,Chotoku Kyan,medium,"book:Nagamine, Tales of Okinawa's Great Masters PDF PAGE 72",
Q527422,Anko Itosu,Q3482287,Shinpan Gusukuma,high,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Shinpan_Gusukuma | text_pattern:learned_from | wikidata:P1066 | wikidata:P802,
Q527422,Anko Itosu,Q3772405,Kanken Toyama,high,infobox:students | infobox:teacher,
Q527422,Anko Itosu,Q38585428,Shigeru Nakamura,high,research:https://okinawa-kenpo.com/en.php,
Q527422,Anko Itosu,Q41105,Gichin Funakoshi,high,infobox:students | infobox:teacher | wikidata:P1066,
Q527422,Anko Itosu,Q453505,Kenwa Mabuni,high,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,
Q527422,Anko Itosu,Q705617,Chomo Hanashiro,high,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,
Q527422,Anko Itosu,Q706389,Choyu Motobu,high,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Motobu_Ch%C5%8Dy%C5%AB | wikidata:P1066 | wikidata:P802,
Q527422,Anko Itosu,Q722028,Kentsu Yabu,medium,infobox:students | infobox:teacher,
Q527422,Anko Itosu,W0007,Kudeken Kenyu,medium,"book:Nagamine, Tales of Okinawa's Great Masters PDF PAGE 73",
Q527422,Anko Itosu,W0016,Hisateru Miyagi,high,research:https://ryukyu-bugei.com/?p=7432,
Q527422,Anko Itosu,W0021,Ganeku Shinko,high,research:http://web.archive.org/web/20240225020323/https://ryukyu-bugei.com/?p=5016,
Q527659,Andy Sherry,Q3518915,Terry O'Neill,high,research:https://en.wikipedia.org/wiki/Terry_O%27Neill_(martial_artist) | research:https://kugb.org/instructors/8th-dan/terry-oneill/,
Q5349190,Eiichi Miyazato,A0141,Yoshihiro Miyazato,high,research:https://en.wikipedia.org/wiki/Eiichi_Miyazato | research:https://jundokannz.org/the-jundokan,
Q5349190,Eiichi Miyazato,A0142,Tetsu Gima,high,research:https://jundokannz.org/the-jundokan | research:http://www.jundokan-hb.jp/english/exeutives.htm,
Q5349190,Eiichi Miyazato,A0143,Tsuneo Kinjo,high,research:https://jundokannz.org/the-jundokan | research:http://www.jundokan-hb.jp/english/exeutives.htm,
Q5349190,Eiichi Miyazato,A0144,Kazuya Higa,low,research:https://jundokannz.org/the-jundokan | research:http://www.jundokan-hb.jp/english/exeutives.htm,
Q5349190,Eiichi Miyazato,B0001,Ko Uehara,high,book:Bishop p.33,
Q5349190,Eiichi Miyazato,B0005,Akihiko Suzuki,high,book:Bishop p.33,
Q5349190,Eiichi Miyazato,C00222,Keikichi Nakasone,high,book:Bishop p.33,
Q5349190,Eiichi Miyazato,C00225,Kenichi Kanari,high,book:Bishop p.33,
Q5349190,Eiichi Miyazato,C00265,Koei Teruya,high,book:Bishop p.33,
Q5349190,Eiichi Miyazato,C00296,Koshin Iha,high,research:https://en.wikipedia.org/wiki/Eiichi_Miyazato | research:http://www.jundokanfrance.fr/?page_id=259,
Q5349190,Eiichi Miyazato,C00304,Kunimasa Kai,high,book:Bishop p.33,
Q5349190,Eiichi Miyazato,C00361,Tetsunosuke Yasuda,high,research:https://jundokannz.org/blogs-1/2019/9/17/yasuda-tetsunosuke-hanshi-10th-dan | research:https://jundokannz.org/the-jundokan,
Q5349190,Eiichi Miyazato,C00385,Nanko Minei,high,book:Bishop p.33,
Q5349190,Eiichi Miyazato,C00432,Ryoichi Onishi,high,book:Bishop p.33,
Q5349190,Eiichi Miyazato,C00659,Yoshio Hichiya,high,book:Bishop p.33,
Q5349190,Eiichi Miyazato,J0003,Anyu Shinjo,high,research:https://goyukan-france.com/shinjo-anyu-sensei/,
Q5349190,Eiichi Miyazato,J0022,Kōsei Wakugawa,medium,research:https://okic.okinawa/en/archives/news/p5602 (studied karate under Goju-ryu masters Miyazato Eiichi and Iha Koshin),
Q5349190,Eiichi Miyazato,J0072,Masafumi Suzuki,high,research:https://ja.wikipedia.org/wiki/鈴木正文_(空手家),
Q5349190,Eiichi Miyazato,J0141,Masanari Kikugawa,high,research:https://www.d3b.jp/npcolumn/10167,
Q5349190,Eiichi Miyazato,N0169,Andrea Guarelli,high,book:Nagamine/Cramer/Guarelli guarelli02 line 195,
Q5349190,Eiichi Miyazato,Q2599967,Morio Higaonna,high,infobox:students | research:https://en.wikipedia.org/wiki/Eiichi_Miyazato | research:https://en.wikipedia.org/wiki/Morio_Higaonna,
Q5349190,Eiichi Miyazato,Q3984846,Teruo Chinen,high,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,
Q5349190,Eiichi Miyazato,Q6766745,Mark Bishop,high,book:Bishop p.33,
Q5349190,Eiichi Miyazato,Q6782405,Masaji Taira,high,infobox:students | research:https://en.wikipedia.org/wiki/Eiichi_Miyazato | wikidata:P802,
Q542989,Chatan Yara,Q1336547,Takahara Peichin,medium,infobox:students | wikidata:P802,
Q557301,Ankichi Arakaki,C00350,Taro Shimabuku,high,research:http://web.archive.org/web/20240224182119/https://ryukyu-bugei.com/?p=3104,
Q557301,Ankichi Arakaki,Q1963468,Shoshin Nagamine,high,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,
Q557301,Ankichi Arakaki,Q2149940,Richard Kim,medium,infobox:students,
Q557301,Ankichi Arakaki,Q3772405,Kanken Toyama,low,research:https://en.wikipedia.org/wiki/Kanken_T%C5%8Dyama,
Q560761,Jon Bluming,Q3357770,Otti Roethof,medium,infobox:students,
Q560761,Jon Bluming,Q6149743,Jan Plas,high,research:https://en.wikipedia.org/wiki/Jan_Plas,
Q560761,Jon Bluming,Q919033,Hideyuki Ashihara,low,infobox:teacher,
Q5618841,Gunji Koizumi,J0187,Yukio Tani,medium,research:https://ja.wikipedia.org/wiki/%E5%B0%8F%E6%B3%89%E8%BB%8D%E6%B2%BB,
Q584466,Seisho Arakaki,Q135222893,Tsuyoshi Chitose,medium,infobox:teacher,
Q584466,Seisho Arakaki,Q2473562,Kanbun Uechi,low,infobox:students,
Q584466,Seisho Arakaki,Q41105,Gichin Funakoshi,medium,infobox:students | infobox:teacher,
Q584466,Seisho Arakaki,Q453505,Kenwa Mabuni,medium,infobox:students,
Q584466,Seisho Arakaki,Q699236,Kanryo Higaonna,high,infobox:students | infobox:teacher | text_pattern:taught | wikidata:P1066 | wikidata:P802,
Q598665,Takayuki Kubota,Q2673,Chuck Norris,low,infobox:students,
Q598665,Takayuki Kubota,Q7678008,Takemasa Okuyama,high,research:https://en.wikipedia.org/wiki/Takemasa_Okuyama,
Q598665,Takayuki Kubota,Q95043,James Caan,high,infobox:students | wikidata:P802,
Q6078918,Isao Obata,Q1246030,Shigeru Egami,medium,infobox:students | infobox:teacher,
Q6078918,Isao Obata,Q124766,Hidetaka Nishiyama,medium,infobox:teacher,
Q6078918,Isao Obata,Q1360025,Taiji Kase,medium,infobox:teacher,
Q6078918,Isao Obata,Q2619054,Tsutomu Ohshima,high,wikidata:P1066,
Q6078918,Isao Obata,Q384558,Masatoshi Nakayama,medium,infobox:teacher,
Q6078918,Isao Obata,Q6381580,Kazumi Tabata,medium,infobox:students,
Q6130268,Yoshiji Soeno,Q11263313,Makoto Uehara,medium,infobox:students,
Q6130268,Yoshiji Soeno,Q3025412,Toshiaki Kawada,high,wikidata:P802,
Q6130268,Yoshiji Soeno,Q6884566,Miyuki Miura,high,infobox:students | infobox:teacher | text_pattern:learned_from | wikidata:P1066 | wikidata:P802,
Q6130268,Yoshiji Soeno,Q703827,Mitsuharu Misawa,high,wikidata:P802,
Q6139856,James Mitose,Q8014128,William Kwai Sun Chow,high,infobox:students | wikidata:P802,
Q628761,Gigo Funakoshi,A0148,Genshin Hironishi,high,research:https://en.wikipedia.org/wiki/Sh%C5%8Dt%C5%8Dkai,
Q628761,Gigo Funakoshi,A0167,Motokuni Sugiura,high,research:https://www.jka.or.jp/en/about-jka/second-master-sugiura-motokuni/,
Q628761,Gigo Funakoshi,J0121,Tomosaburo Okano,medium,research:https://webhiden.jp/guide/dojyo336/,
Q628761,Gigo Funakoshi,Q1246030,Shigeru Egami,medium,infobox:students,
Q628761,Gigo Funakoshi,Q124766,Hidetaka Nishiyama,high,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Hidetaka_Nishiyama,
Q628761,Gigo Funakoshi,Q1360025,Taiji Kase,high,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,
Q628761,Gigo Funakoshi,Q294548,Mas Oyama,medium,infobox:students | infobox:teacher,
Q628761,Gigo Funakoshi,Q3317210,Mitsusuke Harada,high,infobox:students | research:https://en.wikipedia.org/wiki/Mitsusuke_Harada | wikidata:P802,
Q628761,Gigo Funakoshi,Q384558,Masatoshi Nakayama,medium,infobox:students | infobox:teacher,
Q628761,Gigo Funakoshi,Q9096235,Won Kuk Lee,medium,infobox:students,
Q6426547,Kokan Oyadomari,C00178,Konin Oyadomari,medium,research:https://wseku-karate.org/en/istoria-okinawa-karate/tomari-te/ | research:https://www.facebook.com/a.tanzadeh/posts/1157591653044664/,
Q6426547,Kokan Oyadomari,C00187,Kotsu Oyadomari,high,research:https://wseku-karate.org/en/istoria-okinawa-karate/tomari-te/ | research:https://www.facebook.com/a.tanzadeh/posts/1157591653044664/,
Q6426547,Kokan Oyadomari,C00366,Miinshiin Higa,high,book:Bishop p.170,
Q6426547,Kokan Oyadomari,Q2393877,Chotoku Kyan,high,infobox:students | infobox:teacher | wikidata:P1066 | wikidata:P802,
Q653633,Ed Parker,Q1052982,Jeff Speakman,high,infobox:students,
Q653633,Ed Parker,Q2673,Chuck Norris,low,infobox:students,
Q653633,Ed Parker,Q303,Elvis Presley,high,infobox:students,
Q653633,Ed Parker,Q369949,Robert Culp,medium,infobox:students,
Q653633,Ed Parker,Q5335255,Ed Parker Jr,high,wikidata:P802,
Q653633,Ed Parker,Q550492,Dan Inosanto,high,infobox:students,
Q653633,Ed Parker,Q6167244,Jay T Will,high,wikidata:P802,
Q653633,Ed Parker,Q730348,Benny Urquidez,high,infobox:students | wikidata:P802,
Q6753487,Manzo Iwata,A0092,Genzo Iwata,high,research:http://www.shitoryu.org/bios/iwata_2/iwata_2.htm | research:http://findingkarate.com/wordpress/genzo-iwata/ | research:https://shitokai.com/english/history/,
Q6782517,Masami Chinen,C00253,Kiyohiko Higa,high,research:https://ryukyu-bugei.com/?p=11688,
Q6782517,Masami Chinen,C00494,Seitoku Higa,high,research:https://en.wikipedia.org/wiki/Yamanni_ryu,
Q6782517,Masami Chinen,Q3482635,Shugoro Nakazato,high,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Shugoro_Nakazato,
Q6782517,Masami Chinen,Q5103850,Chogi Kishaba,high,infobox:teacher | research:https://en.wikipedia.org/wiki/Yamanni_ryu | research:https://www.rbkd-germany.de/en/rbkd-en/yamanni-en.html | text_context:student_keyword | wikidata:P1066 | wikidata:P802,
Q6782517,Masami Chinen,Q5104212,Chokei Kishaba,high,infobox:students | wikidata:P802,
Q6782517,Masami Chinen,Q7827674,Toshihiro Oshiro,medium,text_context:student_keyword | text_pattern:learned_from,
Q6810356,Meitatsu Yagi,A0135,Akihiro Yagi,low,research:https://en.wikipedia.org/wiki/Meibukan,
Q6810356,Meitatsu Yagi,Q11391351,Akihito Yagi,high,research:https://en.wikipedia.org/wiki/Akihito_Yagi,
Q6918025,Motokatsu Inoue,A0120,Kisho Inoue,high,research:https://en.wikipedia.org/wiki/Motokatsu_Inoue | research:https://sites.google.com/site/yuishinkaikobujutsuusa/about-hanshi-kisho-inoue,
Q6918025,Motokatsu Inoue,C00212,Katsumi Murakami,low,research:https://ryubukandojo.wordpress.com/2015/08/17/katsumi-murakami/,
Q6956791,Nabe Matsumura,Q3139173,Hohan Soken,high,infobox:students | infobox:teacher | research:https://en.wikipedia.org/wiki/Hohan_S%C5%8Dken | research:https://worldbudokan.com/worlbudokanhome/articles-2/hohan-soken/ | wikidata:P1066 | wikidata:P802,
